訓練單位名稱,縣市別辦訓地,課程代碼,課程名稱,訓練時數,訓練人次,每人訓練費用,開訓日期,結訓日期
"社團法人高雄市資訊培育協會","高雄市","156865","資訊安全實務班","30","16","6150","20250309","20250413"
"國立高雄科技大學","高雄市","156917","建築資訊建模（BIM）與三維地理資訊系統（3D GIS）整合應用學士學分班","36","30","8800","20250316","20250427"
"國立高雄科技大學","高雄市","156920","BIM 視覺化程式語言實務進階學士學分班","36","30","8800","20250216","20250316"
"國立高雄科技大學","高雄市","156923","Civil 3D及Infraworks實務應用班","36","30","8800","20250308","20250419"
"國立高雄科技大學","高雄市","156924","建築環境規劃BIM技術應用進階學士學分班","36","30","8800","20250315","20250426"
"社團法人中華成人教育認證協會","高雄市","156974","物聯網整合開發與影像辨識實務班","42","20","8880","20250309","20250427"
"社團法人台灣多元訓練推廣協會","嘉義市","156994","綠能科技太陽能光電技能B班","49","20","9920","20250215","20250412"
"崑山科技大學","臺南市","157008","三菱Q系列可程式基礎B班","49","25","9560","20250308","20250426"
"國立雲林科技大學","雲林縣","157034","西門子S7-1200可程式控制器PLC應用技術培訓班","40","16","16200","20250308","20250412"
"訊亞企業股份有限公司附設職業訓練中心","臺南市","157036","AI智能技術與媒體影音設計班","54","22","8910","20250214","20250417"
"財團法人中國生產力中心附設台南服務處","臺南市","157037","大數據Power BI Desktop基礎雙語班A班","36","15","7000","20250215","20250329"
"嘉義市電腦商業同業公會","嘉義市","157041","應用Open source與公差分析設計智慧製造3d列印設備應用班","42","22","9160","20250215","20250322"
"社團法人中華民國南部科學園區產學協會","臺南市","157050","智慧穿戴式物聯網之無線生醫晶片系統班","18","25","3400","20250412","20250419"
"伽碩企業有限公司附設職業訓練中心","臺南市","157063","工業產品設計與FreeCAD應用班","47","20","8900","20250221","20250331"
"社團法人中華民國珠寶金飾研究會","嘉義市","157071","3D列印珠寶建模設計C班","47","25","11730","20250305","20250423"
"伽碩企業有限公司附設職業訓練中心","臺南市","157088","Python程式與物件辨識應用班","45","20","8530","20250227","20250422"
"北訓資訊有限公司附設職業訓練中心","臺南市","157100","影像辨識系統班","45","15","9090","20250303","20250423"
"北訓資訊有限公司附設職業訓練中心","臺南市","157101","Raspberry pico W微控制板系統設計班","45","15","9090","20250304","20250424"
"中國文化大學","臺北市","157102","Python AI金融數據爬蟲建置金融資料庫與量化分析應用實務班","42","25","7770","20250308","20250426"
"台灣機械業工會聯合會","臺中市","157125","企業如何導入ESG及企業永續發展實務班","42","25","7960","20250215","20250322"
"銘傳大學","臺北市","157136","PHP與資料庫-網站程式基礎班","36","25","6660","20250224","20250402"
"臺北市勞動力服務人員職業工會","臺北市","157197","Excel VBA辦公室自動化整合Chat GPT應用實務班","48","25","6720","20250225","20250422"
"國立臺北商業大學","臺北市","157213","GA4數據分析與網頁SEO設定班","30","30","4950","20250315","20250419"
"中華民國全國商業總會","臺北市","157218","GA4網站大數據暨電子商務經營管理實務班","42","23","7950","20250304","20250422"
"中華民國全國商業總會","臺北市","157220","電商AI客服應用與手機影片剪輯實務班","30","23","5650","20250311","20250415"
"全國勞工聯合總工會","臺北市","157245","ChatGPT輔助Excel與Python應用與開發實務班","47","22","8500","20250309","20250427"
"全國勞工聯合總工會","臺北市","157246","企業營運與Linux安全應用實務班","47","22","8500","20250308","20250426"
"全國勞工聯合總工會","臺北市","157247","Linux 應用整合實務班","47","22","8500","20250309","20250427"
"臺灣職能訓練產業工會","臺北市","157281","Excel VBA 辦公室流程自動化結合雲端應用實務班","45","30","8280","20250309","20250427"
"社團法人中華勞動力職能發展協會","新北市","157285","Python Git版本管理與GitHub協作平台整合應用班","36","28","5840","20250315","20250426"
"彰化縣商業會","彰化縣","157346","電動二輪車實務班","56","20","15080","20250223","20250427"
"新北市醬類從業人員職業工會","臺北市","157357","辦公室流程自動化實作班","48","22","7920","20250223","20250427"
"社團法人新竹市職訓教育協會","新竹市","157363","Solidworks原型零組件3D設計班","45","20","8500","20250305","20250409"
"弘光科技大學","臺中市","157383","高科技產業廢水再生與可資源化物質回收技術實務班","54","20","18110","20250216","20250426"
"財團法人中國生產力中心附設中區服務處","臺中市","157398","NX CAM多軸加工模擬訓練班","30","14","7550","20250308","20250322"
"中原大學","桃園市","157425","Python數據分析與生成式AI應用班","42","18","7950","20250223","20250420"
"健行學校財團法人健行科技大學","桃園市","157442","CNC車床車銑複合機程式設計實務班","54","19","10350","20250223","20250420"
"健行學校財團法人健行科技大學","桃園市","157444","Python大數據分析應用實戰班","36","16","6800","20250309","20250420"
"健行學校財團法人健行科技大學","桃園市","157445","Excel ＆ ChatGPT ＆ VBA掌握AI自動化操作流程班","36","19","6660","20250308","20250419"
"健行學校財團法人健行科技大學","桃園市","157456","資通安全實務班","42","18","7930","20250308","20250426"
"虹宇事業股份有限公司附設職業訓練中心","桃園市","157458","AIGC智慧生成影音繪圖創作班","42","25","7350","20250316","20250427"
"財團法人自強工業科學基金會","新竹市","157473","新農業營運企劃書撰寫班","30","22","5690","20250308","20250412"
"財團法人自強工業科學基金會","新竹市","157475","網路安全技術及實務訓練班","24","22","4550","20250322","20250419"
"財團法人自強工業科學基金會","新竹市","157481","藥品/醫療器材產品潔淨生產管理班","16","22","3030","20250316","20250323"
"財團法人自強工業科學基金會","新竹市","157482","溫室氣體盤查培訓班","18","25","3410","20250413","20250420"
"社團法人新竹市職訓教育協會","新竹市","157498","人工智慧影像處理程式設計班","45","20","8500","20250319","20250423"
"南開科技大學","南投縣","157511","飛行器農用噴灑進階實作班","60","25","21000","20250301","20250330"
"社團法人台灣行業專業協會","臺中市","157516","ESG產品碳足跡內部盤查實務班","36","15","6830","20250304","20250408"
"社團法人新竹市職訓教育協會","新竹市","157530","SolidWorks設計製圖與3D列印模型製造班","45","20","8900","20250222","20250426"
"國立暨南國際大學","臺中市","157533","從業人員的自媒體流量內容創作班","32","22","6400","20250308","20250311"
"嘉義市職業總工會","嘉義市","161040","室內空間美學設計訓練班","36","30","9180","20250224","20250512"
"嘉義市職業總工會","嘉義市","161041","幸福烘焙訓練班","60","30","12370","20250304","20250515"
"中華民國不動產代銷經紀商業同業公會全國聯合會","臺南市","161042","民法與信託法專業訓練班","47","18","8600","20250302","20250427"
"社團法人台南市觀光協會","臺南市","161046","經典早午餐與粥品製作班","60","30","11300","20250315","20250524"
"社團法人台灣智能防災工程安全衛生管理職能發展協會","臺南市","161048","ESG與碳盤查內部查證人員訓練班","42","25","7960","20250225","20250603"
"國立虎尾科技大學","雲林縣","161053","Excel統計報表實務應用班","54","25","8900","20250308","20250524"
"社團法人台南市復健青年勵進會","臺南市","161056","皮件設計製版應用班","72","26","15990","20250308","20250607"
"社團法人台南市復健青年勵進會","臺南市","161057","時尚包款手作工藝班","72","26","15990","20250325","20250620"
"群亞國際股份有限公司附設職業訓練中心","臺南市","161061","AutoCAD室內設計繪圖班","47","20","8900","20250305","20250423"
"群亞國際股份有限公司附設職業訓練中心","臺南市","161062","職場EXCEL實務應用班","45","20","8530","20250306","20250429"
"群亞國際股份有限公司附設職業訓練中心","臺南市","161063","企業會計人員綜合業務應用班","47","20","8900","20250308","20250503"
"嘉義市餐飲業職業工會附設職業訓練中心","嘉義市","161068","辛鮮體驗川式料理訓練班","66","30","13610","20250303","20250423"
"嘉義市髮藝美容造型技術指導員職業工會","嘉義市","161071","髮藝時尚剪燙染造型班","96","22","22170","20250306","20250703"
"輔英科技大學","臺南市","161072","寶寶按摩瑜珈實務班","24","20","4780","20250308","20250316"
"嘉義市男子髮藝造型職業工會","嘉義市","161076","快剪燙染造型設計班","96","22","22170","20250323","20250720"
"台南市男子理髮職業工會","臺南市","161080","男子理髮技能實務班","98","20","22600","20250302","20250615"
"嘉義市芳療整體保養職業工會","嘉義市","161082","調香美膚保健應用班","72","30","15450","20250319","20250604"
"中華民國電腦商業同業公會全國聯合會","嘉義市","161085","辦公室軟體與AI小助手提升工作效率應用班","42","22","7140","20250324","20250507"
"台南家專學校財團法人台南應用科技大學","臺南市","161088","中式點心及異國料理實務班","77","28","11500","20250316","20250615"
"大台南人體彩繪從業人員職業工會","臺南市","161089","彩妝技巧與美容保養進階班","91","25","20500","20250304","20250527"
"社團法人中華成人教育認證協會","臺南市","161092","Excel職場函數與自動化實務班","42","20","7660","20250309","20250420"
"社團法人中華成人教育認證協會","臺南市","161093","多益必備詞彙與聽力閱讀實戰班","42","25","7370","20250311","20250617"
"社團法人中華成人教育認證協會","臺南市","161094","理財規劃與資源配置實務班","45","24","7880","20250311","20250617"
"社團法人中華成人教育認證協會","臺南市","161095","AI應用高效能辦公實務班","42","20","7600","20250323","20250504"
"台南市人體彩繪從業人員職業工會","臺南市","161098","創意美髮班","47","26","12480","20250309","20250525"
"社團法人嘉義市就業服務推廣協會","嘉義市","161100","AI雲端商務應用實務班","42","25","7320","20250308","20250419"
"社團法人嘉義市就業服務推廣協會","嘉義市","161101","咖啡豆香與光之燭藝再生美學班","42","22","8500","20250309","20250427"
"社團法人臺南市芳療美容整體造型推廣學會","臺南市","161107","精油植萃清潔用品手作班","60","20","13310","20250322","20250607"
"社團法人台灣多元訓練推廣協會","嘉義市","161109","專業簡報技巧暨口才訓練班","42","20","7890","20250308","20250419"
"社團法人台灣多元訓練推廣協會","嘉義市","161110","跨領域ChatGPT生成文案撰寫應用班","35","20","6580","20250308","20250412"
"社團法人臺灣養生創意美食發展協會","嘉義縣","161118","經典小吃暨米麵點心班","90","25","18560","20250219","20250528"
"社團法人臺灣養生創意美食發展協會","嘉義縣","161119","精緻伴手禮班","90","25","18560","20250307","20250627"
"社團法人臺灣養生創意美食發展協會","嘉義縣","161120","農產加工暨應用班","90","25","18550","20250319","20250709"
"大台南花藝設計製作職業工會","臺南市","161127","自由花班","47","25","12020","20250306","20250703"
"大台南婚禮設計服務人員職業工會","臺南市","161129","心織幸福小物手作班","96","18","21370","20250308","20250705"
"嘉義縣製茶業職業工會","嘉義市","161142","茶業特色技能運用訓練班","60","28","12370","20250325","20250411"
"臺南市園藝花卉產業工會","臺南市","161145","歐式花藝創作班","47","25","12020","20250312","20250702"
"社團法人台灣勞工多元學習發展協會","嘉義縣","161151","中國風服飾與古典服裝配飾實作班","47","16","11700","20250323","20250518"
"社團法人雲林縣婦女新知協會","雲林縣","161162","多肉觀葉植栽暨植物精油皂製作班","78","24","17370","20250308","20250614"
"社團法人雲林縣婦女新知協會","雲林縣","161163","和風時尚拼布製作實務班","84","28","18700","20250309","20250615"
"台灣省工礦安全衛生技師公會附設台南職業訓練中心","臺南市","161164","職業安全衛生管理員訓練班","115","25","13000","20250317","20250430"
"社團法人台灣新興產業人才培育協會","臺南市","161165","生活與職場越語會話基礎班","47","20","8900","20250315","20250712"
"社團法人臺南市敦親睦鄰關懷協會","臺南市","161168","手語多元技能基礎班","42","18","7960","20250325","20250624"
"社團法人中華民國不動產教育平台訓練協會","臺南市","161171","不動產經紀人專業班","128","20","21120","20250323","20250720"
"社團法人中華職訓教育發展協會","臺南市","161175","匠心皮藝手作班","96","18","21380","20250307","20250704"
"社團法人中華藝能文創協會","臺南市","161181","社群媒體行銷實務班","30","18","5500","20250307","20250523"
"社團法人嘉義市多元產業推廣協會","嘉義市","161183","天然環保手工皂與保養品製作班","54","24","12020","20250312","20250410"
"社團法人台灣創造活動發展協會","臺南市","161184","AutoCAD電腦輔助機械製圖班","54","23","8910","20250308","20250510"
"社團法人台灣創造活動發展協會","臺南市","161187","Solidworks電腦輔助工業繪圖基礎班","54","23","8910","20250309","20250511"
"社團法人台灣創造活動發展協會","臺南市","161189","Youtube影音特效剪輯實務班","54","20","8910","20250315","20250517"
"社團法人臺南市勞工領袖協進會","臺南市","161191","口才表達與人際關係班","42","16","7960","20250309","20250504"
"社團法人臺南市勞工領袖協進會","臺南市","161192","談判協商與說服技巧班","47","20","8910","20250315","20250510"
"財團法人中華航業人員訓練中心","臺南市","161193","營業用動力小船駕駛訓練A班","96","23","18100","20250303","20250323"
"國立嘉義大學","嘉義市","161197","不動產買賣交易安全實務班","39","25","5790","20250226","20250528"
"國立嘉義大學","嘉義市","161198","春夏節令農產品加工與食農體驗實務班","49","25","9390","20250315","20250503"
"台南市產業總工會","臺南市","161202","勞動法規與常見勞資爭議處理實務班","45","20","8500","20250301","20250426"
"雲林縣拷克平車從業人員職業工會","雲林縣","161209","服飾製作班","52","20","10000","20250308","20250503"
"雲林縣舞蹈職業工會","雲林縣","161212","國際標準舞蹈訓練班","42","22","7640","20250306","20250612"
"臺南市總工業會附設職業訓練中心","臺南市","161214","急救人員安全衛生教育訓練A班","16","25","3180","20250304","20250306"
"臺南市總工業會附設職業訓練中心","臺南市","161215","職業安全衛生管理實務訓練班","42","19","7900","20250308","20250419"
"臺南市總工業會附設職業訓練中心","臺南市","161216","丙種職業安全衛生業務主管班","21","20","3980","20250311","20250313"
"社團法人台灣職場技能協進會","臺南市","161225","韓文初級2班","36","20","6780","20250304","20250520"
"台南市總工會","臺南市","161226","銀飾工藝實作班","47","20","12030","20250304","20250429"
"台南市總工會","臺南市","161227","職場情境日語與文法應用班","45","20","8530","20250308","20250628"
"台南市總工會","臺南市","161228","生活皮件雕刻應用班","54","25","12020","20250312","20250423"
"社團法人中華民國勞工志願服務協會","臺南市","161233","心智圖法之工作管理應用班","24","12","4550","20250308","20250329"
"社團法人中華民國勞工志願服務協會","臺南市","161234","氣球會場佈置班","47","16","12020","20250316","20250511"
"社團法人台南市勞工志願服務協會","臺南市","161238","環保花藝班","45","30","11510","20250307","20250704"
"社團法人台南市勞工志願服務協會","臺南市","161239","EAPs服務創新與設計A班","36","16","6830","20250314","20250425"
"社團法人臺南市生活美容發展協會","臺南市","161241","美容業AI文案行銷應用班","54","24","8810","20250302","20250504"
"社團法人臺南市生活美容發展協會","臺南市","161242","潮流造型快剪技能班","54","26","12230","20250305","20250509"
"中華民國指甲彩繪美容職業工會聯合會","臺南市","161244","手部保養護理與造型凝膠彩繪班","77","20","17000","20250322","20250621"
"社團法人台灣產業職能發展協會","臺南市","161245","活用AI升級職場效能班","24","20","4530","20250305","20250328"
"雲林縣美姿禮儀造型職業工會","雲林縣","161253","花現美好囍愛花藝設計班","78","24","17370","20250312","20250604"
"嘉義縣勞動力服務人員職業工會","嘉義市","161255","服飾配件製作班","60","20","13160","20250301","20250517"
"社團法人雲林縣科技新農業協進會","雲林縣","161259","園藝栽培班","66","25","13000","20250315","20250607"
"社團法人雲林縣新移民姊妹協會","雲林縣","161262","傳統米麵食產品製作及農產品加工班","66","25","13000","20250302","20250518"
"中華民國經絡鬆筋整體健康協會","臺南市","161263","經絡調理手技與牛角輔具應用課程班","97","22","16760","20250318","20250624"
"中華民國經絡鬆筋整體健康協會","臺南市","161264","傳統整復推拿技術員手法課程班","110","20","19020","20250322","20250705"
"社團法人臺灣共融協會","臺南市","161266","生成式AI與Canva設計班","36","22","6810","20250224","20250430"
"嘉義縣資訊服務職業工會","嘉義市","161271","無人機巡邏檢查應用班","60","26","11660","20250315","20250607"
"雲林縣理燙髮美容職業工會","雲林縣","161273","精雕美甲凝膠創意設計班","84","28","19400","20250310","20250609"
"雲林縣理燙髮美容職業工會","雲林縣","161274","時尚髮藝染燙剪髮設計班","84","26","19350","20250311","20250610"
"國立臺南大學","臺南市","161275","越南語進階V1班","45","15","6000","20250307","20250704"
"國立臺南大學","臺南市","161276","越南語基礎班","36","20","5000","20250308","20250628"
"國立臺南大學","臺南市","161277","3D動畫與AI共創班","36","20","5000","20250313","20250619"
"台南市工業會","臺南市","161281","生管、物管技巧方法實務班","36","24","6800","20250308","20250419"
"嘉義縣褓姆職業工會","嘉義市","161285","音樂活動帶領教案設計培訓班","45","24","8930","20250305","20250425"
"嘉義縣褓姆職業工會","嘉義縣","161286","課輔才藝彩繪捏塑實務班","72","30","15970","20250325","20250620"
"社團法人台南市不動產經紀人員協會","臺南市","161288","公同共有之物上請求權實務班","45","18","8100","20250304","20250610"
"社團法人台南市不動產經紀人員協會","臺南市","161289","土地法規訓練班","30","18","5500","20250305","20250507"
"社團法人台南市不動產經紀人員協會","臺南市","161290","土地稅法訓練班","30","18","5500","20250313","20250529"
"崑山科技大學","臺南市","161292","不動產估價學士學分班","54","23","8910","20250303","20250630"
"崑山科技大學","臺南市","161293","韓語進階會話班","45","17","7590","20250303","20250616"
"崑山科技大學","臺南市","161294","情境日語會話班","42","25","6690","20250304","20250610"
"崑山科技大學","臺南市","161295","觀光旅遊情境英文會話班","51","25","7950","20250305","20250624"
"崑山科技大學","臺南市","161296","韓語初級會話班","45","17","7590","20250306","20250619"
"社團法人台灣資產評估協會","臺南市","161302","不動產經紀人專業訓練A班","30","18","5500","20250306","20250401"
"社團法人台灣資產評估協會","臺南市","161303","不動產經紀營業員進階訓練B班","20","20","3680","20250305","20250319"
"社團法人台灣資產評估協會","臺南市","161304","寶石鑑賞訓練班","30","18","5500","20250315","20250419"
"中信金學校財團法人中信科技大學","臺南市","161309","無人機操作應用班","48","20","10400","20250301","20250412"
"財團法人中國生產力中心附設台南服務處","臺南市","161310","職業安全管理師(抵充43小時)訓練班","43","30","7200","20250318","20250410"
"財團法人中國生產力中心附設台南服務處","臺南市","161311","職業安全衛生管理員訓練A班","115","35","12500","20250325","20250522"
"社團法人中華藝術美學協會","臺南市","161316","綠色療癒植物景觀設計班","36","20","8880","20250314","20250613"
"臺南市新娘秘書產業工會","臺南市","161319","臺南古都花卉UV文創飾品設計班","35","15","4150","20250304","20250408"
"嘉義縣殯禮服務職業工會","嘉義市","161323","殯葬禮儀服務應用訓練班","78","28","18010","20250317","20250514"
"嘉義縣機車修理業職業工會","嘉義市","161326","電動機踏車維修保養訓練A班","47","21","11920","20250302","20250420"
"嘉義縣手工藝製品業職業工會","嘉義市","161328","手縫拼布實作班","78","30","17080","20250308","20250614"
"嘉義縣小吃業職業工會","嘉義市","161329","人氣綜合烘焙點心訓練班","75","30","15460","20250310","20250507"
"嘉義縣總工會","嘉義市","161331","創意禮品設計實作班","60","27","13300","20250310","20250325"
"嘉義縣總工會","嘉義縣","161332","傢俱彩繪畫作設計A班","60","27","13300","20250317","20250401"
"大台南總工會","臺南市","161339","珠寶編織設計班","47","20","12020","20250308","20250517"
"大台南總工會","臺南市","161340","蝶谷巴特捏塑班","47","25","12020","20250309","20250504"
"大台南總工會","臺南市","161341","服裝打版與縫製班","47","25","12020","20250310","20250505"
"社團法人中華技職教育推廣協會","嘉義市","161345","手機美拍攝影與APP修圖班","45","20","9330","20250305","20250428"
"社團法人中華技職教育推廣協會","嘉義市","161346","園藝多肉盆栽與景觀設計班","54","25","11580","20250319","20250519"
"大台南指甲彩繪美容職業工會","臺南市","161352","網紅流行凝膠美甲與穿戴甲造型設計班","84","20","19400","20250308","20250607"
"大台南指甲彩繪美容職業工會","臺南市","161353","雜誌風格凝膠美甲與穿戴甲造型設計班","84","20","19400","20250318","20250521"
"大台南美姿禮儀造型職業工會","臺南市","161354","婚禮會場佈置設計班","78","26","17370","20250225","20250529"
"大台南美姿禮儀造型職業工會","臺南市","161355","美容與芳療保健實務班","75","26","17320","20250306","20250605"
"大台南美姿禮儀造型職業工會","臺南市","161356","室內展場空間設計班","75","26","16700","20250312","20250604"
"社團法人台灣職能培育協會","嘉義市","161358","活力早午餐料理班","48","30","9900","20250309","20250504"
"台南市木工業職業工會","臺南市","161360","裝潢木工實務應用班","60","30","11090","20250303","20250420"
"台南市褓姆職業工會","臺南市","161362","繪本與幼兒發展及拼貼應用班","56","24","8880","20250315","20250510"
"嘉義市經絡調理服務人員職業工會","嘉義市","161364","經絡調理按摩與牛角輔具運用A班","90","20","12800","20250216","20250615"
"社團法人雲林縣人力訓練發展協會","雲林縣","161366","靛染布品製作班","52","20","10000","20250309","20250504"
"社團法人中華攝影師技能教育協會","臺南市","161381","AI輔助動態影音製作訓練班","42","36","7960","20250323","20250510"
"嘉義縣工業會","嘉義市","161383","無人機組裝及維修操作實務班","36","25","6800","20250302","20250413"
"嘉義縣工業會","嘉義縣","161384","無人機空拍影音編輯訓練班","72","25","11880","20250308","20250614"
"中華民國港口總工會","臺南市","161385","營業用動力小船駕駛訓練班","96","23","18100","20250315","20250420"
"台南市不動產服務職業工會","臺南市","161396","不動產經紀人專業訓練班","141","23","22560","20250310","20250702"
"台南市不動產服務職業工會","臺南市","161397","不動產經紀人換照實務訓練班","30","22","5640","20250318","20250415"
"台南市各業工人聯合會","臺南市","161400","皮雕創意工藝進階班","66","30","13300","20250309","20250608"
"財團法人鞋類暨運動休閒科技研發中心","臺南市","161412","皮件手工藝設計助理班","54","20","12020","20250322","20250524"
"嘉義市工業會","嘉義市","161414","專案管理訓練班","36","15","6800","20250314","20250613"
"嘉義市不動產仲介經紀商業同業公會","嘉義市","161416","不動產專業法規與土地登記實務班","129","20","16250","20250317","20250529"
"社團法人台南市觀光導遊協會","臺南市","161426","台南在地文化導覽解說入門班","30","24","5690","20250313","20250529"
"社團法人臺南市不動產經紀人公會","臺南市","161430","國土計畫及區域計畫法規與實務解析班","36","18","6830","20250224","20250602"
"國立雲林科技大學","雲林縣","161435","淨零碳規劃管理訓練班","28","24","5310","20250309","20250330"
"樹德科技大學","臺南市","161443","居家水電修繕實作班","24","21","5240","20250308","20250329"
"大台南西餐服務人員職業工會","臺南市","161448","多國料理實務班","64","20","13200","20250318","20250515"
"大台南西餐服務人員職業工會","臺南市","161449","中西式烘焙實務班","54","20","11000","20250323","20250525"
"社團法人中華亞洲智能健康促進協會","臺南市","161457","有氧訓練基礎班","24","20","4550","20250322","20250419"
"社團法人台南市資訊軟體協會","臺南市","161459","EXCEL VBA資料處理暨ESG應用實務班","42","22","7940","20250301","20250330"
"台灣科學園區科學工業同業公會","臺南市","161461","企業內部稽核人員訓練班","28","22","5300","20250306","20250327"
"台灣科學園區科學工業同業公會","臺南市","161462","ISO 22000:2018 食品安全管理系統輔導訓練班","42","20","7950","20250308","20250419"
"台灣科學園區科學工業同業公會","臺南市","161463","勞動法令訓練班","42","20","7950","20250308","20250419"
"社團法人中華國際企業培訓師協會","臺南市","161466","成本會計基礎班","47","22","8710","20250222","20250426"
"台南市指甲彩繪美容職業工會","臺南市","161469","沙龍保養凝膠彩繪美甲班","84","20","19400","20250323","20250622"
"社團法人台灣物業管理產業協會","臺南市","161473","出租套房物業管理實務班","30","20","5670","20250225","20250327"
"社團法人台灣物業管理產業協會","臺南市","161474","房屋點交檢測實務班","48","20","7920","20250319","20250519"
"雲林縣幼兒托育職業工會","雲林縣","161478","坐月子人員訓練班","84","30","17320","20250309","20250615"
"雲林縣幼兒托育職業工會","雲林縣","161479","健康食力造型烘焙班","84","30","17300","20250315","20250614"
"雲林縣幼兒托育職業工會","雲林縣","161480","天然植萃精油入皂舒活班","84","26","18700","20250320","20250619"
"雲林縣婚禮設計服務人員職業工會","雲林縣","161482","囍樂陶陶玩藝班","78","28","17370","20250306","20250612"
"雲林縣婚禮設計服務人員職業工會","雲林縣","161483","花嫁美體SPA芳療班","78","26","18000","20250322","20250628"
"雲林縣婚禮設計服務人員職業工會","雲林縣","161484","植愛花禮佈置美學班","78","28","17370","20250325","20250624"
"社團法人中華專業技能交流協會","雲林縣","161485","美好食光手感烘焙班","47","30","11100","20250319","20250430"
"雲林縣職業總工會","雲林縣","161489","暮暮蒔花生活花藝班","84","28","18700","20250303","20250616"
"雲林縣職業總工會","雲林縣","161490","園藝植感綠活創作班","78","26","16730","20250307","20250613"
"雲林縣職業總工會","雲林縣","161491","創意拼布工藝班","84","28","18700","20250311","20250610"
"社團法人台灣產訓技能推廣協會","嘉義市","161494","商業影音製作與AI技術整合應用班","42","20","7960","20250301","20250419"
"社團法人台灣產訓技能推廣協會","嘉義市","161495","幸福手作烘焙暨飲品實作班","54","24","11000","20250303","20250430"
"社團法人台灣產訓技能推廣協會","嘉義市","161496","ChatGPT職場應用與Canva行銷文宣設計班","45","20","8500","20250325","20250520"
"社團法人雲林縣技職教育訓練鑑定發展協會","雲林縣","161499","高齡團體運動帶領技巧與多元行動科技社區據點人才實務班","68","28","11600","20250309","20250525"
"社團法人雲林縣飛雁創業協會","雲林縣","161500","農產品烘焙食品應用班","84","25","15500","20250302","20250525"
"社團法人雲林縣飛雁創業協會","雲林縣","161501","米麵食加工料理班","84","30","15500","20250315","20250614"
"社團法人雲林縣飛雁創業協會","雲林縣","161502","中式料理烹飪訓練班","84","30","17000","20250316","20250615"
"社團法人雲林縣勞工福利保護協會","雲林縣","161503","園藝盆栽培植班","54","25","10850","20250304","20250508"
"社團法人雲林縣勞工福利保護協會","雲林縣","161504","烙畫設計訓練班","42","24","9900","20250306","20250424"
"社團法人雲林縣勞工福利保護協會","雲林縣","161505","中西式烘焙技能班","78","25","15160","20250308","20250614"
"社團法人中華民國南部科學園區產學協會","臺南市","161508","生成式AI應用程式開發與應用班","28","25","5310","20250308","20250316"
"社團法人嘉義縣聽語多重障礙福利協進會","嘉義縣","161511","辦公室軟體應用技能班","54","26","8910","20250301","20250329"
"財團法人成大研究發展基金會","臺南市","161512","生成式AI調教與整合運用實作班","21","26","3980","20250308","20250322"
"財團法人成大研究發展基金會","臺南市","161513","專案管理實務重點與敏捷手法實作演練應用班","35","24","6760","20250309","20250413"
"大台南園藝花卉業職業工會","臺南市","161524","花藝創作班","45","30","11510","20250306","20250703"
"大台南園藝花卉業職業工會","臺南市","161525","商品拍攝、後製與短影片製作行銷班","30","16","5690","20250308","20250412"
"雲林縣芳療整體保養職業工會","雲林縣","161527","芳療的精油香氛設計與保養品調製班","60","25","13360","20250309","20250525"
"雲林縣商店售貨職業工會","雲林縣","161528","小香風套裝與織物設計應用班","69","24","15200","20250303","20250519"
"社團法人中華勞動力職能發展協會","臺南市","161530","手工西點製作班","45","28","10000","20250307","20250704"
"社團法人臺南市不動產教育發展研究協會","臺南市","161533","地政士土地稅法規實務班","33","21","6240","20250221","20250516"
"社團法人臺南市不動產教育發展研究協會","臺南市","161534","地政士民法概要研析班","36","21","6830","20250224","20250512"
"社團法人臺南市不動產教育發展研究協會","臺南市","161535","土地登記實務與信託法班","36","22","6830","20250311","20250527"
"社團法人臺南市不動產教育發展研究協會","臺南市","161536","地政士土地法規實務班","36","22","6830","20250308","20250419"
"社團法人台灣職業訓練多元發展協會","雲林縣","161537","縫機設備操作班","48","20","10690","20250315","20250510"
"台南市服飾設計職業工會","臺南市","161541","褲子版型設計班","42","18","8900","20250315","20250330"
"台南市美髮及美容美體業產業工會","臺南市","161545","美業Line@、社群營運與KOL整合實作班","54","20","8800","20250306","20250515"
"台中市總工會","臺中市","161549","日文進階VI班","36","20","6700","20250305","20250521"
"台中市總工會","臺中市","161550","易經易學實務班","42","25","6500","20250305","20250604"
"台中市總工會","臺中市","161551","機縫拼布進階班","54","25","10800","20250310","20250707"
"台灣機械業工會聯合會","臺中市","161555","稅務會計申報實務班","36","25","6830","20250315","20250426"
"台灣機械業工會聯合會","臺中市","161556","辦公室文書Word與Excel實務應用班","36","25","6720","20250315","20250426"
"國立臺中科技大學","臺中市","161564","情境主題觀光日語會話班","36","18","6130","20250301","20250412"
"國立臺中科技大學","臺中市","161565","財務規劃-金融商品分析與實務班","36","18","6130","20250306","20250605"
"國立臺中科技大學","臺中市","161566","新多益題型解析班","36","18","6350","20250317","20250609"
"國立臺中科技大學","臺中市","161567","財務報表分析班","36","18","6130","20250319","20250604"
"朝陽科技大學","臺中市","161569","領隊導遊帶團實務班","42","30","7960","20250222","20250316"
"高雄市土木技師公會","高雄市","161577","鋼結構大樓施工實務班","24","24","4530","20250304","20250327"
"台灣文化創意產業工會","高雄市","161582","創意網路行銷與社群應用實務班","30","21","6230","20250315","20250607"
"社團法人中華樂活數位教育協會","高雄市","161592","ChatGPT 與辦公室軟體整合實務班","30","22","5550","20250322","20250426"
